subdistrict_code,postal_code,sub_district_th,district_th,province_th,sub_district_en,district_en,province_en
421001,42180,ศรีฐาน,ภูกระดึง,เลย,Si Than,Phu Kradueng,Loei
421005,42180,ผานกเค้า,ภูกระดึง,เลย,Pha Nok Khao,Phu Kradueng,Loei
421007,42180,ภูกระดึง,ภูกระดึง,เลย,Phu Kradueng,Phu Kradueng,Loei
421010,42180,ห้วยส้ม,ภูกระดึง,เลย,Huai Som,Phu Kradueng,Loei
421101,42230,ภูหอ,ภูหลวง,เลย,Phu Ho,Phu Luang,Loei
421102,42230,หนองคัน,ภูหลวง,เลย,Nong Khan,Phu Luang,Loei
421104,42230,ห้วยสีเสียด,ภูหลวง,เลย,Huai Si Siat,Phu Luang,Loei
421105,42230,เลยวังไสย์,ภูหลวง,เลย,Loei Wang Sai,Phu Luang,Loei
421106,42230,แก่งศรีภูมิ,ภูหลวง,เลย,Kaeng Si Phum,Phu Luang,Loei
421201,42240,ผาขาว,ผาขาว,เลย,Pha Khao,Pha Khao,Loei
421202,42240,ท่าช้างคล้อง,ผาขาว,เลย,Tha Chang Khlong,Pha Khao,Loei
421203,42240,โนนปอแดง,ผาขาว,เลย,Non Po Daeng,Pha Khao,Loei
421204,42240,โนนป่าซาง,ผาขาว,เลย,Non Pa Sang,Pha Khao,Loei
421205,42240,บ้านเพิ่ม,ผาขาว,เลย,Ban Phoem,Pha Khao,Loei
421301,42220,เอราวัณ,เอราวัณ,เลย,Erawan,Erawan,Loei
421302,42220,ผาอินทร์แปลง,เอราวัณ,เลย,Pha In Plaeng,Erawan,Loei
421303,42220,ผาสามยอด,เอราวัณ,เลย,Pha Sam Yot,Erawan,Loei
421304,42220,ทรัพย์ไพวัลย์,เอราวัณ,เลย,Sap Phaiwan,Erawan,Loei
421401,42190,หนองหิน,หนองหิน,เลย,Nong Hin,Nong Hin,Loei
421402,42190,ตาดข่า,หนองหิน,เลย,Tat Kha,Nong Hin,Loei
421403,42190,ปวนพุ,หนองหิน,เลย,Puan Phu,Nong Hin,Loei
430101,43000,ในเมือง,เมืองหนองคาย,หนองคาย,Nai Mueang,Mueang Nong Khai,Nong Khai
430102,43000,มีชัย,เมืองหนองคาย,หนองคาย,Mi Chai,Mueang Nong Khai,Nong Khai
430103,43000,โพธิ์ชัย,เมืองหนองคาย,หนองคาย,Pho Chai,Mueang Nong Khai,Nong Khai
430104,43000,กวนวัน,เมืองหนองคาย,หนองคาย,Kuan Wan,Mueang Nong Khai,Nong Khai
430105,43000,เวียงคุก,เมืองหนองคาย,หนองคาย,Wiang Khuk,Mueang Nong Khai,Nong Khai
430106,43000,วัดธาตุ,เมืองหนองคาย,หนองคาย,Wat That,Mueang Nong Khai,Nong Khai
430107,43000,หาดคำ,เมืองหนองคาย,หนองคาย,Hat Kham,Mueang Nong Khai,Nong Khai
430108,43000,หินโงม,เมืองหนองคาย,หนองคาย,Hin Ngom,Mueang Nong Khai,Nong Khai
430109,43000,บ้านเดื่อ,เมืองหนองคาย,หนองคาย,Ban Duea,Mueang Nong Khai,Nong Khai
430110,43100,ค่ายบกหวาน,เมืองหนองคาย,หนองคาย,Khai Bok Wan,Mueang Nong Khai,Nong Khai
430111,43100,โพนสว่าง,เมืองหนองคาย,หนองคาย,Phon Sawang,Mueang Nong Khai,Nong Khai
430113,43100,พระธาตุบังพวน,เมืองหนองคาย,หนองคาย,Phrathat Bang Phuan,Mueang Nong Khai,Nong Khai
430116,43000,หนองกอมเกาะ,เมืองหนองคาย,หนองคาย,Nong Kom Ko,Mueang Nong Khai,Nong Khai
430117,43000,ปะโค,เมืองหนองคาย,หนองคาย,Pakho,Mueang Nong Khai,Nong Khai
430118,43000,เมืองหมี,เมืองหนองคาย,หนองคาย,Mueang Mi,Mueang Nong Khai,Nong Khai
430119,43000,สีกาย,เมืองหนองคาย,หนองคาย,Si Kai,Mueang Nong Khai,Nong Khai
430201,43110,ท่าบ่อ,ท่าบ่อ,หนองคาย,Tha Bo,Tha Bo,Nong Khai
430202,43110,น้ำโมง,ท่าบ่อ,หนองคาย,Nam Mong,Tha Bo,Nong Khai
430203,43110,กองนาง,ท่าบ่อ,หนองคาย,Kong Nang,Tha Bo,Nong Khai
430204,43110,โคกคอน,ท่าบ่อ,หนองคาย,Khok Khon,Tha Bo,Nong Khai
430205,43110,บ้านเดื่อ,ท่าบ่อ,หนองคาย,Ban Duea,Tha Bo,Nong Khai
430206,43110,บ้านถ่อน,ท่าบ่อ,หนองคาย,Ban Thon,Tha Bo,Nong Khai
430207,43110,บ้านว่าน,ท่าบ่อ,หนองคาย,Ban Wan,Tha Bo,Nong Khai
430208,43110,นาข่า,ท่าบ่อ,หนองคาย,Nakha,Tha Bo,Nong Khai
430209,43110,โพนสา,ท่าบ่อ,หนองคาย,Phon Sa,Tha Bo,Nong Khai
430210,43110,หนองนาง,ท่าบ่อ,หนองคาย,Nong Nang,Tha Bo,Nong Khai
430501,43120,จุมพล,โพนพิสัย,หนองคาย,Chum Phon,Phon Phisai,Nong Khai
430502,43120,วัดหลวง,โพนพิสัย,หนองคาย,Wat Luang,Phon Phisai,Nong Khai
430503,43120,กุดบง,โพนพิสัย,หนองคาย,Kut Bong,Phon Phisai,Nong Khai
430504,43120,ชุมช้าง,โพนพิสัย,หนองคาย,Chum Chang,Phon Phisai,Nong Khai
430506,43120,ทุ่งหลวง,โพนพิสัย,หนองคาย,Thung Luang,Phon Phisai,Nong Khai
430507,43120,เหล่าต่างคำ,โพนพิสัย,หนองคาย,Lao Tang Kham,Phon Phisai,Nong Khai
430508,43120,นาหนัง,โพนพิสัย,หนองคาย,Na Nang,Phon Phisai,Nong Khai
430509,43120,เซิม,โพนพิสัย,หนองคาย,Some,Phon Phisai,Nong Khai
430513,43120,บ้านโพธิ์,โพนพิสัย,หนองคาย,Ban Pho,Phon Phisai,Nong Khai
430521,43120,บ้านผือ,โพนพิสัย,หนองคาย,Ban Phue,Phon Phisai,Nong Khai
430522,43120,สร้างนางขาว,โพนพิสัย,หนองคาย,Sang Nang Khao,Phon Phisai,Nong Khai
430701,43130,พานพร้าว,ศรีเชียงใหม่,หนองคาย,Phan Phrao,Si Chiang Mai,Nong Khai
430703,43130,บ้านหม้อ,ศรีเชียงใหม่,หนองคาย,Ban Mo,Si Chiang Mai,Nong Khai
430704,43130,พระพุทธบาท,ศรีเชียงใหม่,หนองคาย,Phraphutthabat,Si Chiang Mai,Nong Khai
430705,43130,หนองปลาปาก,ศรีเชียงใหม่,หนองคาย,Nong Pla Pak,Si Chiang Mai,Nong Khai
430801,43160,แก้งไก่,สังคม,หนองคาย,Kaeng Kai,Sangkhom,Nong Khai
430802,43160,ผาตั้ง,สังคม,หนองคาย,Pha Tang,Sangkhom,Nong Khai
430803,43160,บ้านม่วง,สังคม,หนองคาย,Ban Muang,Sangkhom,Nong Khai
430804,43160,นางิ้ว,สังคม,หนองคาย,Na Ngio,Sangkhom,Nong Khai
430805,43160,สังคม,สังคม,หนองคาย,Sangkhom,Sangkhom,Nong Khai
431401,43100,สระใคร,สระใคร,หนองคาย,Sa Khrai,Sakhrai,Nong Khai
431402,43100,คอกช้าง,สระใคร,หนองคาย,Khok Chang,Sakhrai,Nong Khai
431403,43100,บ้านฝาง,สระใคร,หนองคาย,Ban Fang,Sakhrai,Nong Khai
431501,43120,เฝ้าไร่,เฝ้าไร่,หนองคาย,Fao Rai,Fao Rai,Nong Khai
431502,43120,นาดี,เฝ้าไร่,หนองคาย,Na Di,Fao Rai,Nong Khai
431503,43120,หนองหลวง,เฝ้าไร่,หนองคาย,Nong Luang,Fao Rai,Nong Khai
431504,43120,วังหลวง,เฝ้าไร่,หนองคาย,Wang Luang,Fao Rai,Nong Khai
431505,43120,อุดมพร,เฝ้าไร่,หนองคาย,Udom Phon,Fao Rai,Nong Khai
431601,43120,รัตนวาปี,รัตนวาปี,หนองคาย,Rattana Wapi,Rattanawapi,Nong Khai
431602,43120,นาทับไฮ,รัตนวาปี,หนองคาย,Na Thap Hai,Rattanawapi,Nong Khai
431603,43120,บ้านต้อน,รัตนวาปี,หนองคาย,Ban Ton,Rattanawapi,Nong Khai
431604,43120,พระบาทนาสิงห์,รัตนวาปี,หนองคาย,Phrabat Na Sing,Rattanawapi,Nong Khai
431605,43120,โพนแพง,รัตนวาปี,หนองคาย,Phon Phaeng,Rattanawapi,Nong Khai
431701,43130,โพธิ์ตาก,โพธิ์ตาก,หนองคาย,Pho Tak,Pho Tak,Nong Khai
431702,43130,โพนทอง,โพธิ์ตาก,หนองคาย,Phon Thong,Pho Tak,Nong Khai
431703,43130,ด่านศรีสุข,โพธิ์ตาก,หนองคาย,Dan Si Suk,Pho Tak,Nong Khai
440101,44000,ตลาด,เมืองมหาสารคาม,มหาสารคาม,Talat,Mueang Maha Sarakham,Maha Sarakham
440102,44000,เขวา,เมืองมหาสารคาม,มหาสารคาม,Khewa,Mueang Maha Sarakham,Maha Sarakham
440103,44000,ท่าตูม,เมืองมหาสารคาม,มหาสารคาม,Tha Tum,Mueang Maha Sarakham,Maha Sarakham
440104,44000,แวงน่าง,เมืองมหาสารคาม,มหาสารคาม,Waeng Nang,Mueang Maha Sarakham,Maha Sarakham
440105,44000,โคกก่อ,เมืองมหาสารคาม,มหาสารคาม,Khok Ko,Mueang Maha Sarakham,Maha Sarakham
440106,44000,ดอนหว่าน,เมืองมหาสารคาม,มหาสารคาม,Don Wan,Mueang Maha Sarakham,Maha Sarakham
440107,44000,เกิ้ง,เมืองมหาสารคาม,มหาสารคาม,Koeng,Mueang Maha Sarakham,Maha Sarakham
440108,44000,แก่งเลิงจาน,เมืองมหาสารคาม,มหาสารคาม,Kaeng Loeng Chan,Mueang Maha Sarakham,Maha Sarakham
440109,44000,ท่าสองคอน,เมืองมหาสารคาม,มหาสารคาม,Tha Song Khon,Mueang Maha Sarakham,Maha Sarakham
440110,44000,ลาดพัฒนา,เมืองมหาสารคาม,มหาสารคาม,Lat Phatthana,Mueang Maha Sarakham,Maha Sarakham
440111,44000,หนองปลิง,เมืองมหาสารคาม,มหาสารคาม,Nong Pling,Mueang Maha Sarakham,Maha Sarakham
440112,44000,ห้วยแอ่ง,เมืองมหาสารคาม,มหาสารคาม,Huai Aeng,Mueang Maha Sarakham,Maha Sarakham
440113,44000,หนองโน,เมืองมหาสารคาม,มหาสารคาม,Nong No,Mueang Maha Sarakham,Maha Sarakham
440114,44000,บัวค้อ,เมืองมหาสารคาม,มหาสารคาม,Bua Kho,Mueang Maha Sarakham,Maha Sarakham
440201,44190,แกดำ,แกดำ,มหาสารคาม,Kae Dam,Kae Dam,Maha Sarakham
440202,44190,วังแสง,แกดำ,มหาสารคาม,Wang Saeng,Kae Dam,Maha Sarakham
440203,44190,มิตรภาพ,แกดำ,มหาสารคาม,Mittraphap,Kae Dam,Maha Sarakham
440204,44190,หนองกุง,แกดำ,มหาสารคาม,Nong Kung,Kae Dam,Maha Sarakham
440205,44190,โนนภิบาล,แกดำ,มหาสารคาม,Non Phiban,Kae Dam,Maha Sarakham
440301,44140,หัวขวาง,โกสุมพิสัย,มหาสารคาม,Hua Khwang,Kosum Phisai,Maha Sarakham
440302,44140,ยางน้อย,โกสุมพิสัย,มหาสารคาม,Yang Noi,Kosum Phisai,Maha Sarakham
440303,44140,วังยาว,โกสุมพิสัย,มหาสารคาม,Wang Yao,Kosum Phisai,Maha Sarakham
440304,44140,เขวาไร่,โกสุมพิสัย,มหาสารคาม,Khewa Rai,Kosum Phisai,Maha Sarakham
440305,44140,แพง,โกสุมพิสัย,มหาสารคาม,Phaeng,Kosum Phisai,Maha Sarakham
440306,44140,แก้งแก,โกสุมพิสัย,มหาสารคาม,Kaeng Kae,Kosum Phisai,Maha Sarakham
440307,44140,หนองเหล็ก,โกสุมพิสัย,มหาสารคาม,Nong Lek,Kosum Phisai,Maha Sarakham
440308,44140,หนองบัว,โกสุมพิสัย,มหาสารคาม,Nong Bua,Kosum Phisai,Maha Sarakham
440309,44140,เหล่า,โกสุมพิสัย,มหาสารคาม,Lao,Kosum Phisai,Maha Sarakham
440310,44140,เขื่อน,โกสุมพิสัย,มหาสารคาม,Khuean,Kosum Phisai,Maha Sarakham
440311,44140,หนองบอน,โกสุมพิสัย,มหาสารคาม,Nong Bon,Kosum Phisai,Maha Sarakham
440312,44140,โพนงาม,โกสุมพิสัย,มหาสารคาม,Phon Ngam,Kosum Phisai,Maha Sarakham
440313,44140,ยางท่าแจ้ง,โกสุมพิสัย,มหาสารคาม,Yang Tha Chaeng,Kosum Phisai,Maha Sarakham
440314,44140,แห่ใต้,โกสุมพิสัย,มหาสารคาม,Hae Tai,Kosum Phisai,Maha Sarakham
440315,44140,หนองกุงสวรรค์,โกสุมพิสัย,มหาสารคาม,Nong Kung Sawan,Kosum Phisai,Maha Sarakham
440316,44140,เลิงใต้,โกสุมพิสัย,มหาสารคาม,Loeng Tai,Kosum Phisai,Maha Sarakham
440317,44140,ดอนกลาง,โกสุมพิสัย,มหาสารคาม,Don Klang,Kosum Phisai,Maha Sarakham
440401,44150,โคกพระ,กันทรวิชัย,มหาสารคาม,Khok Phra,Kantharawichai,Maha Sarakham
440402,44150,คันธารราษฎร์,กันทรวิชัย,มหาสารคาม,Khan Than Rat,Kantharawichai,Maha Sarakham
440403,44150,มะค่า,กันทรวิชัย,มหาสารคาม,Makha,Kantharawichai,Maha Sarakham
440404,44150,ท่าขอนยาง,กันทรวิชัย,มหาสารคาม,Tha Khon Yang,Kantharawichai,Maha Sarakham
440405,44150,นาสีนวน,กันทรวิชัย,มหาสารคาม,Na Si Nuan,Kantharawichai,Maha Sarakham
440406,44150,ขามเรียง,กันทรวิชัย,มหาสารคาม,Kham Riang,Kantharawichai,Maha Sarakham
440407,44150,เขวาใหญ่,กันทรวิชัย,มหาสารคาม,Khewa Yai,Kantharawichai,Maha Sarakham
