subdistrict_code,postal_code,sub_district_th,district_th,province_th,sub_district_en,district_en,province_en
760114,76000,นาวุ้ง,เมืองเพชรบุรี,เพชรบุรี,Na Wung,Mueang Phetchaburi,Phetchaburi
760115,76000,สำมะโรง,เมืองเพชรบุรี,เพชรบุรี,Sam Marong,Mueang Phetchaburi,Phetchaburi
760116,76000,โพพระ,เมืองเพชรบุรี,เพชรบุรี,Pho Phra,Mueang Phetchaburi,Phetchaburi
760117,76100,หาดเจ้าสำราญ,เมืองเพชรบุรี,เพชรบุรี,Hat Chao Samran,Mueang Phetchaburi,Phetchaburi
760118,76000,หัวสะพาน,เมืองเพชรบุรี,เพชรบุรี,Hua Saphan,Mueang Phetchaburi,Phetchaburi
760119,76000,ต้นมะพร้าว,เมืองเพชรบุรี,เพชรบุรี,Ton Maphrao,Mueang Phetchaburi,Phetchaburi
760120,76000,วังตะโก,เมืองเพชรบุรี,เพชรบุรี,Wang Tako,Mueang Phetchaburi,Phetchaburi
760121,76000,โพไร่หวาน,เมืองเพชรบุรี,เพชรบุรี,Pho Rai Wan,Mueang Phetchaburi,Phetchaburi
760122,76000,ดอนยาง,เมืองเพชรบุรี,เพชรบุรี,Don Yang,Mueang Phetchaburi,Phetchaburi
760123,76000,หนองขนาน,เมืองเพชรบุรี,เพชรบุรี,Nong Khanan,Mueang Phetchaburi,Phetchaburi
760124,76000,หนองพลับ,เมืองเพชรบุรี,เพชรบุรี,Nong Phlap,Mueang Phetchaburi,Phetchaburi
760201,76140,เขาย้อย,เขาย้อย,เพชรบุรี,Khao Yoi,Khao Yoi,Phetchaburi
760202,76140,สระพัง,เขาย้อย,เพชรบุรี,Sa Phang,Khao Yoi,Phetchaburi
760203,76140,บางเค็ม,เขาย้อย,เพชรบุรี,Bang Khem,Khao Yoi,Phetchaburi
760204,76140,ทับคาง,เขาย้อย,เพชรบุรี,Thap Khang,Khao Yoi,Phetchaburi
760205,76140,หนองปลาไหล,เขาย้อย,เพชรบุรี,Nong Pla Lai,Khao Yoi,Phetchaburi
760206,76140,หนองปรง,เขาย้อย,เพชรบุรี,Nong Prong,Khao Yoi,Phetchaburi
760207,76140,หนองชุมพล,เขาย้อย,เพชรบุรี,Nong Chumphon,Khao Yoi,Phetchaburi
760208,76140,ห้วยโรง,เขาย้อย,เพชรบุรี,Huai Rong,Khao Yoi,Phetchaburi
760209,76140,ห้วยท่าช้าง,เขาย้อย,เพชรบุรี,Huai Tha Chang,Khao Yoi,Phetchaburi
760210,76140,หนองชุมพลเหนือ,เขาย้อย,เพชรบุรี,Nong Chumphon Nuea,Khao Yoi,Phetchaburi
760301,76160,หนองหญ้าปล้อง,หนองหญ้าปล้อง,เพชรบุรี,Nong Ya Plong,Nong Ya Plong,Phetchaburi
760302,76160,ยางน้ำกลัดเหนือ,หนองหญ้าปล้อง,เพชรบุรี,Yang Nam Klat Nuea,Nong Ya Plong,Phetchaburi
760303,76160,ยางน้ำกลัดใต้,หนองหญ้าปล้อง,เพชรบุรี,Yang Nam Klat Tai,Nong Ya Plong,Phetchaburi
760304,76160,ท่าตะคร้อ,หนองหญ้าปล้อง,เพชรบุรี,Tha Takhro,Nong Ya Plong,Phetchaburi
760401,76120,ชะอำ,ชะอำ,เพชรบุรี,Cha-Am,Cha-Am,Phetchaburi
760402,76120,บางเก่า,ชะอำ,เพชรบุรี,Bang Kao,Cha-Am,Phetchaburi
760403,76120,นายาง,ชะอำ,เพชรบุรี,Na Yang,Cha-Am,Phetchaburi
760404,76120,เขาใหญ่,ชะอำ,เพชรบุรี,Khao Yai,Cha-Am,Phetchaburi
760405,76120,หนองศาลา,ชะอำ,เพชรบุรี,Nong Sala,Cha-Am,Phetchaburi
760406,76120,ห้วยทรายเหนือ,ชะอำ,เพชรบุรี,Huai Sai Nuea,Cha-Am,Phetchaburi
760407,76120,ไร่ใหม่พัฒนา,ชะอำ,เพชรบุรี,Rai Mai Phatthana,Cha-Am,Phetchaburi
760408,76120,สามพระยา,ชะอำ,เพชรบุรี,Sam Phraya,Cha-Am,Phetchaburi
760409,76120,ดอนขุนห้วย,ชะอำ,เพชรบุรี,Don Khun Huai,Cha-Am,Phetchaburi
760501,76130,ท่ายาง,ท่ายาง,เพชรบุรี,Tha Yang,Tha Yang,Phetchaburi
760502,76130,ท่าคอย,ท่ายาง,เพชรบุรี,Tha Khoi,Tha Yang,Phetchaburi
760503,76130,ยางหย่อง,ท่ายาง,เพชรบุรี,Yang Yong,Tha Yang,Phetchaburi
760504,76130,หนองจอก,ท่ายาง,เพชรบุรี,Nong Chok,Tha Yang,Phetchaburi
760505,76130,มาบปลาเค้า,ท่ายาง,เพชรบุรี,Map Pla Khao,Tha Yang,Phetchaburi
760506,76130,ท่าไม้รวก,ท่ายาง,เพชรบุรี,Tha Mai Ruak,Tha Yang,Phetchaburi
760507,76130,วังไคร้,ท่ายาง,เพชรบุรี,Wang Khrai,Tha Yang,Phetchaburi
760511,76130,กลัดหลวง,ท่ายาง,เพชรบุรี,Klat Luang,Tha Yang,Phetchaburi
760512,76130,ปึกเตียน,ท่ายาง,เพชรบุรี,Puek Tian,Tha Yang,Phetchaburi
760513,76130,เขากระปุก,ท่ายาง,เพชรบุรี,Khao Krapuk,Tha Yang,Phetchaburi
760514,76130,ท่าแลง,ท่ายาง,เพชรบุรี,Tha Laeng,Tha Yang,Phetchaburi
760515,76130,บ้านในดง,ท่ายาง,เพชรบุรี,Ban Nai Dong,Tha Yang,Phetchaburi
760601,76150,บ้านลาด,บ้านลาด,เพชรบุรี,Ban Lat,Ban Lat,Phetchaburi
760602,76150,บ้านหาด,บ้านลาด,เพชรบุรี,Ban Hat,Ban Lat,Phetchaburi
760603,76150,บ้านทาน,บ้านลาด,เพชรบุรี,Ban Than,Ban Lat,Phetchaburi
760604,76150,ตำหรุ,บ้านลาด,เพชรบุรี,Tamru,Ban Lat,Phetchaburi
760605,76150,สมอพลือ,บ้านลาด,เพชรบุรี,Samo Phlue,Ban Lat,Phetchaburi
760606,76150,ไร่มะขาม,บ้านลาด,เพชรบุรี,Rai Makham,Ban Lat,Phetchaburi
760607,76150,ท่าเสน,บ้านลาด,เพชรบุรี,Tha Sen,Ban Lat,Phetchaburi
760608,76150,หนองกระเจ็ด,บ้านลาด,เพชรบุรี,Nong Krachet,Ban Lat,Phetchaburi
760609,76150,หนองกะปุ,บ้านลาด,เพชรบุรี,Nong Kapu,Ban Lat,Phetchaburi
760610,76150,ลาดโพธิ์,บ้านลาด,เพชรบุรี,Lat Pho,Ban Lat,Phetchaburi
760611,76150,สะพานไกร,บ้านลาด,เพชรบุรี,Saphan Krai,Ban Lat,Phetchaburi
760612,76150,ไร่โคก,บ้านลาด,เพชรบุรี,Rai Khok,Ban Lat,Phetchaburi
760613,76150,โรงเข้,บ้านลาด,เพชรบุรี,Rong Khe,Ban Lat,Phetchaburi
760614,76150,ไร่สะท้อน,บ้านลาด,เพชรบุรี,Rai Sathon,Ban Lat,Phetchaburi
760615,76150,ห้วยข้อง,บ้านลาด,เพชรบุรี,Huai Khong,Ban Lat,Phetchaburi
760616,76150,ท่าช้าง,บ้านลาด,เพชรบุรี,Tha Chang,Ban Lat,Phetchaburi
760617,76150,ถ้ำรงค์,บ้านลาด,เพชรบุรี,Tham Rong,Ban Lat,Phetchaburi
760618,76150,ห้วยลึก,บ้านลาด,เพชรบุรี,Huai Luek,Ban Lat,Phetchaburi
760701,76110,บ้านแหลม,บ้านแหลม,เพชรบุรี,Ban Laem,Ban Laem,Phetchaburi
760702,76110,บางขุนไทร,บ้านแหลม,เพชรบุรี,Bang Khun Sai,Ban Laem,Phetchaburi
760703,76110,ปากทะเล,บ้านแหลม,เพชรบุรี,Pak Thale,Ban Laem,Phetchaburi
760704,76110,บางแก้ว,บ้านแหลม,เพชรบุรี,Bang Kaeo,Ban Laem,Phetchaburi
760705,76100,แหลมผักเบี้ย,บ้านแหลม,เพชรบุรี,Laem Phak Bia,Ban Laem,Phetchaburi
760706,76110,บางตะบูน,บ้านแหลม,เพชรบุรี,Bang Tabun,Ban Laem,Phetchaburi
760707,76110,บางตะบูนออก,บ้านแหลม,เพชรบุรี,Bang Tabun Ok,Ban Laem,Phetchaburi
760708,76110,บางครก,บ้านแหลม,เพชรบุรี,Bang Khrok,Ban Laem,Phetchaburi
760709,76110,ท่าแร้ง,บ้านแหลม,เพชรบุรี,Tha Raeng,Ban Laem,Phetchaburi
760710,76110,ท่าแร้งออก,บ้านแหลม,เพชรบุรี,Tha Raeng Ok,Ban Laem,Phetchaburi
760801,76170,แก่งกระจาน,แก่งกระจาน,เพชรบุรี,Kaeng Krachan,Kaeng Krachan,Phetchaburi
760802,76170,สองพี่น้อง,แก่งกระจาน,เพชรบุรี,Song Phi Nong,Kaeng Krachan,Phetchaburi
760803,76170,วังจันทร์,แก่งกระจาน,เพชรบุรี,Wang Chan,Kaeng Krachan,Phetchaburi
760804,76170,ป่าเด็ง,แก่งกระจาน,เพชรบุรี,Pa Deng,Kaeng Krachan,Phetchaburi
760805,76170,พุสวรรค์,แก่งกระจาน,เพชรบุรี,Phu Sawan,Kaeng Krachan,Phetchaburi
760806,76170,ห้วยแม่เพรียง,แก่งกระจาน,เพชรบุรี,Huai Mae Phriang,Kaeng Krachan,Phetchaburi
770101,77000,ประจวบคีรีขันธ์,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Mueang Prachuap Khiri Khan,Prachuap Khiri Khan
770102,77000,เกาะหลัก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,Ko Lak,Mueang Prachuap Khiri Khan,Prachuap Khiri Khan
770103,77000,คลองวาฬ,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,Khlong Wan,Mueang Prachuap Khiri Khan,Prachuap Khiri Khan
770104,77000,ห้วยทราย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,Huai Sai,Mueang Prachuap Khiri Khan,Prachuap Khiri Khan
770105,77000,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,Ao Noi,Mueang Prachuap Khiri Khan,Prachuap Khiri Khan
770106,77210,บ่อนอก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,Bo Nok,Mueang Prachuap Khiri Khan,Prachuap Khiri Khan
770201,77150,กุยบุรี,กุยบุรี,ประจวบคีรีขันธ์,Kui Buri,Kui Buri,Prachuap Khiri Khan
770202,77150,กุยเหนือ,กุยบุรี,ประจวบคีรีขันธ์,Kui Nuea,Kui Buri,Prachuap Khiri Khan
770203,77150,เขาแดง,กุยบุรี,ประจวบคีรีขันธ์,Khao Daeng,Kui Buri,Prachuap Khiri Khan
770204,77150,ดอนยายหนู,กุยบุรี,ประจวบคีรีขันธ์,Don Yai Nu,Kui Buri,Prachuap Khiri Khan
770206,77150,สามกระทาย,กุยบุรี,ประจวบคีรีขันธ์,Sam Krathai,Kui Buri,Prachuap Khiri Khan
770207,77150,หาดขาม,กุยบุรี,ประจวบคีรีขันธ์,Hat Kham,Kui Buri,Prachuap Khiri Khan
770301,77130,ทับสะแก,ทับสะแก,ประจวบคีรีขันธ์,Thap Sakae,Thap Sakae,Prachuap Khiri Khan
770302,77130,อ่างทอง,ทับสะแก,ประจวบคีรีขันธ์,Ang Thong,Thap Sakae,Prachuap Khiri Khan
770303,77130,นาหูกวาง,ทับสะแก,ประจวบคีรีขันธ์,Na Hu Kwang,Thap Sakae,Prachuap Khiri Khan
770304,77130,เขาล้าน,ทับสะแก,ประจวบคีรีขันธ์,Khao Lan,Thap Sakae,Prachuap Khiri Khan
770305,77130,ห้วยยาง,ทับสะแก,ประจวบคีรีขันธ์,Huai Yang,Thap Sakae,Prachuap Khiri Khan
770306,77130,แสงอรุณ,ทับสะแก,ประจวบคีรีขันธ์,Saeng Arun,Thap Sakae,Prachuap Khiri Khan
770401,77140,กำเนิดนพคุณ,บางสะพาน,ประจวบคีรีขันธ์,Kamnoet Nopphakhun,Bang Saphan,Prachuap Khiri Khan
770402,77140,พงศ์ประศาสน์,บางสะพาน,ประจวบคีรีขันธ์,Phong Prasat,Bang Saphan,Prachuap Khiri Khan
770403,77230,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์,Ron Thong,Bang Saphan,Prachuap Khiri Khan
770404,77190,ธงชัย,บางสะพาน,ประจวบคีรีขันธ์,Thong Chai,Bang Saphan,Prachuap Khiri Khan
770405,77190,ชัยเกษม,บางสะพาน,ประจวบคีรีขันธ์,Chai Kasem,Bang Saphan,Prachuap Khiri Khan
770406,77230,ทองมงคล,บางสะพาน,ประจวบคีรีขันธ์,Thong Mongkhon,Bang Saphan,Prachuap Khiri Khan
770407,77140,แม่รำพึง,บางสะพาน,ประจวบคีรีขันธ์,Mae Ramphueng,Bang Saphan,Prachuap Khiri Khan
770501,77170,ปากแพรก,บางสะพานน้อย,ประจวบคีรีขันธ์,Pak Phraek,Bang Saphan Noi,Prachuap Khiri Khan
770502,77170,บางสะพาน,บางสะพานน้อย,ประจวบคีรีขันธ์,Bang Saphan,Bang Saphan Noi,Prachuap Khiri Khan
770503,77170,ทรายทอง,บางสะพานน้อย,ประจวบคีรีขันธ์,Sai Thong,Bang Saphan Noi,Prachuap Khiri Khan
770504,77170,ช้างแรก,บางสะพานน้อย,ประจวบคีรีขันธ์,Chang Raek,Bang Saphan Noi,Prachuap Khiri Khan
770505,77170,ไชยราช,บางสะพานน้อย,ประจวบคีรีขันธ์,Chaiyarat,Bang Saphan Noi,Prachuap Khiri Khan
770601,77120,ปราณบุรี,ปราณบุรี,ประจวบคีรีขันธ์,Pran Buri,Pran Buri,Prachuap Khiri Khan
770602,77120,เขาน้อย,ปราณบุรี,ประจวบคีรีขันธ์,Khao Noi,Pran Buri,Prachuap Khiri Khan
770604,77220,ปากน้ำปราณ,ปราณบุรี,ประจวบคีรีขันธ์,Pak Nam Pran,Pran Buri,Prachuap Khiri Khan
770607,77120,หนองตาแต้ม,ปราณบุรี,ประจวบคีรีขันธ์,Nong Ta Taem,Pran Buri,Prachuap Khiri Khan
770608,77120,วังก์พง,ปราณบุรี,ประจวบคีรีขันธ์,Wang Phong,Pran Buri,Prachuap Khiri Khan
770609,77120,เขาจ้าว,ปราณบุรี,ประจวบคีรีขันธ์,Khao Chao,Pran Buri,Prachuap Khiri Khan
770701,77110,หัวหิน,หัวหิน,ประจวบคีรีขันธ์,Hua Hin,Hua Hin,Prachuap Khiri Khan
770702,77110,หนองแก,หัวหิน,ประจวบคีรีขันธ์,Nong Kae,Hua Hin,Prachuap Khiri Khan
770703,77110,หินเหล็กไฟ,หัวหิน,ประจวบคีรีขันธ์,Hin Lek Fai,Hua Hin,Prachuap Khiri Khan
770704,77110,หนองพลับ,หัวหิน,ประจวบคีรีขันธ์,Nong Phlap,Hua Hin,Prachuap Khiri Khan
770705,77110,ทับใต้,หัวหิน,ประจวบคีรีขันธ์,Thap Tai,Hua Hin,Prachuap Khiri Khan
770706,77110,ห้วยสัตว์ใหญ่,หัวหิน,ประจวบคีรีขันธ์,Huai Sat Yai,Hua Hin,Prachuap Khiri Khan
770707,77110,บึงนคร,หัวหิน,ประจวบคีรีขันธ์,Bueng Nakhon,Hua Hin,Prachuap Khiri Khan
770801,77120,สามร้อยยอด,สามร้อยยอด,ประจวบคีรีขันธ์,Sam Roi Yot,Sam Roi Yot,Prachuap Khiri Khan
770802,77180,ศิลาลอย,สามร้อยยอด,ประจวบคีรีขันธ์,Sila Loi,Sam Roi Yot,Prachuap Khiri Khan
770803,77180,ไร่เก่า,สามร้อยยอด,ประจวบคีรีขันธ์,Rai Kao,Sam Roi Yot,Prachuap Khiri Khan
770804,77180,ศาลาลัย,สามร้อยยอด,ประจวบคีรีขันธ์,Sala Lai,Sam Roi Yot,Prachuap Khiri Khan
770805,77180,ไร่ใหม่,สามร้อยยอด,ประจวบคีรีขันธ์,Rai Mai,Sam Roi Yot,Prachuap Khiri Khan
800101,80000,ในเมือง,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Nai Mueang,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800102,80000,ท่าวัง,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Tha Wang,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800103,80000,คลัง,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Khlang,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800106,80000,ท่าไร่,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Tha Rai,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800107,80000,ปากนคร,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Pak Nakhon,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800108,80280,นาทราย,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Na Sai,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800112,80280,กำแพงเซา,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Kamphaeng Sao,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800113,80000,ไชยมนตรี,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Chai Montri,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800114,80000,มะม่วงสองต้น,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Mamuang Song Ton,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800115,80000,นาเคียน,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Na Khian,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800116,80280,ท่างิ้ว,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Tha Ngio,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800118,80000,โพธิ์เสด็จ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Pho Sadet,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800119,80330,บางจาก,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Bang Chak,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800120,80000,ปากพูน,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Pak Phun,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800121,80000,ท่าซัก,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Tha Sak,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800122,80290,ท่าเรือ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Tha Ruea,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
800201,80320,พรหมโลก,พรหมคีรี,นครศรีธรรมราช,Phrom Lok,Phrom Khiri,Nakhon Si Thammarat
800202,80320,บ้านเกาะ,พรหมคีรี,นครศรีธรรมราช,Ban Ko,Phrom Khiri,Nakhon Si Thammarat
800203,80320,อินคีรี,พรหมคีรี,นครศรีธรรมราช,In Khiri,Phrom Khiri,Nakhon Si Thammarat
800204,80320,ทอนหงส์,พรหมคีรี,นครศรีธรรมราช,Thon Hong,Phrom Khiri,Nakhon Si Thammarat
800205,80320,นาเรียง,พรหมคีรี,นครศรีธรรมราช,Na Riang,Phrom Khiri,Nakhon Si Thammarat
800301,80230,เขาแก้ว,ลานสกา,นครศรีธรรมราช,Khao Kaeo,Lan Saka,Nakhon Si Thammarat
800302,80230,ลานสกา,ลานสกา,นครศรีธรรมราช,Lan Saka,Lan Saka,Nakhon Si Thammarat
800303,80230,ท่าดี,ลานสกา,นครศรีธรรมราช,Tha Di,Lan Saka,Nakhon Si Thammarat
800304,80230,กำโลน,ลานสกา,นครศรีธรรมราช,Kamlon,Lan Saka,Nakhon Si Thammarat
800305,80230,ขุนทะเล,ลานสกา,นครศรีธรรมราช,Khun Thale,Lan Saka,Nakhon Si Thammarat
800401,80150,ฉวาง,ฉวาง,นครศรีธรรมราช,Chawang,Chawang,Nakhon Si Thammarat
800403,80250,ละอาย,ฉวาง,นครศรีธรรมราช,La-Ai,Chawang,Nakhon Si Thammarat
800404,80260,นาแว,ฉวาง,นครศรีธรรมราช,Na Wae,Chawang,Nakhon Si Thammarat
800405,80150,ไม้เรียง,ฉวาง,นครศรีธรรมราช,Mai Riang,Chawang,Nakhon Si Thammarat
800406,80260,กะเปียด,ฉวาง,นครศรีธรรมราช,Kapiat,Chawang,Nakhon Si Thammarat
800407,80150,นากะชะ,ฉวาง,นครศรีธรรมราช,Na Kacha,Chawang,Nakhon Si Thammarat
800409,80260,ห้วยปริก,ฉวาง,นครศรีธรรมราช,Huai Prik,Chawang,Nakhon Si Thammarat
800410,80150,ไสหร้า,ฉวาง,นครศรีธรรมราช,Sai Ra,Chawang,Nakhon Si Thammarat
800415,80260,นาเขลียง,ฉวาง,นครศรีธรรมราช,Na Khliang,Chawang,Nakhon Si Thammarat
800416,80250,จันดี,ฉวาง,นครศรีธรรมราช,Chan Di,Chawang,Nakhon Si Thammarat
800501,80270,พิปูน,พิปูน,นครศรีธรรมราช,Phipun,Phipun,Nakhon Si Thammarat
800502,80270,กะทูน,พิปูน,นครศรีธรรมราช,Kathun,Phipun,Nakhon Si Thammarat
800503,80270,เขาพระ,พิปูน,นครศรีธรรมราช,Khao Phra,Phipun,Nakhon Si Thammarat
800504,80270,ยางค้อม,พิปูน,นครศรีธรรมราช,Yang Khom,Phipun,Nakhon Si Thammarat
800505,80270,ควนกลาง,พิปูน,นครศรีธรรมราช,Khuan Klang,Phipun,Nakhon Si Thammarat
800601,80190,เชียรใหญ่,เชียรใหญ่,นครศรีธรรมราช,Chian Yai,Chian Yai,Nakhon Si Thammarat
800603,80190,ท่าขนาน,เชียรใหญ่,นครศรีธรรมราช,Tha Khanan,Chian Yai,Nakhon Si Thammarat
800604,80190,บ้านกลาง,เชียรใหญ่,นครศรีธรรมราช,Ban Klang,Chian Yai,Nakhon Si Thammarat
800605,80190,บ้านเนิน,เชียรใหญ่,นครศรีธรรมราช,Ban Noen,Chian Yai,Nakhon Si Thammarat
800606,80190,ไสหมาก,เชียรใหญ่,นครศรีธรรมราช,Sai Mak,Chian Yai,Nakhon Si Thammarat
800607,80190,ท้องลำเจียก,เชียรใหญ่,นครศรีธรรมราช,Thong Lamchiak,Chian Yai,Nakhon Si Thammarat
800610,80190,เสือหึง,เชียรใหญ่,นครศรีธรรมราช,Suea Hueng,Chian Yai,Nakhon Si Thammarat
800611,80190,การะเกด,เชียรใหญ่,นครศรีธรรมราช,Karaket,Chian Yai,Nakhon Si Thammarat
800612,80190,เขาพระบาท,เชียรใหญ่,นครศรีธรรมราช,Khao Phrabat,Chian Yai,Nakhon Si Thammarat
800613,80190,แม่เจ้าอยู่หัว,เชียรใหญ่,นครศรีธรรมราช,Mae Chao Yu Hua,Chian Yai,Nakhon Si Thammarat
800701,80180,ชะอวด,ชะอวด,นครศรีธรรมราช,Cha-Uat,Cha-Uat,Nakhon Si Thammarat
800702,80180,ท่าเสม็ด,ชะอวด,นครศรีธรรมราช,Tha Samet,Cha-Uat,Nakhon Si Thammarat
800703,80180,ท่าประจะ,ชะอวด,นครศรีธรรมราช,Tha Pracha,Cha-Uat,Nakhon Si Thammarat
800704,80180,เคร็ง,ชะอวด,นครศรีธรรมราช,Khreng,Cha-Uat,Nakhon Si Thammarat
800705,80180,วังอ่าง,ชะอวด,นครศรีธรรมราช,Wang Ang,Cha-Uat,Nakhon Si Thammarat
800706,80180,บ้านตูล,ชะอวด,นครศรีธรรมราช,Ban Tun,Cha-Uat,Nakhon Si Thammarat
800707,80180,ขอนหาด,ชะอวด,นครศรีธรรมราช,Khon Hat,Cha-Uat,Nakhon Si Thammarat
800708,80180,เกาะขันธ์,ชะอวด,นครศรีธรรมราช,Ko Khan,Cha-Uat,Nakhon Si Thammarat
800709,80180,ควนหนองหงษ์,ชะอวด,นครศรีธรรมราช,Khuan Nong Hong,Cha-Uat,Nakhon Si Thammarat
800710,80180,เขาพระทอง,ชะอวด,นครศรีธรรมราช,Khao Phra Thong,Cha-Uat,Nakhon Si Thammarat
800711,80180,นางหลง,ชะอวด,นครศรีธรรมราช,Nang Long,Cha-Uat,Nakhon Si Thammarat
800801,80160,ท่าศาลา,ท่าศาลา,นครศรีธรรมราช,Tha Sala,Tha Sala,Nakhon Si Thammarat
800802,80160,กลาย,ท่าศาลา,นครศรีธรรมราช,Klai,Tha Sala,Nakhon Si Thammarat
800803,80160,ท่าขึ้น,ท่าศาลา,นครศรีธรรมราช,Tha Khuen,Tha Sala,Nakhon Si Thammarat
800804,80160,หัวตะพาน,ท่าศาลา,นครศรีธรรมราช,Hua Taphan,Tha Sala,Nakhon Si Thammarat
800806,80160,สระแก้ว,ท่าศาลา,นครศรีธรรมราช,Sa Kaeo,Tha Sala,Nakhon Si Thammarat
800807,80160,โมคลาน,ท่าศาลา,นครศรีธรรมราช,Mo Khlan,Tha Sala,Nakhon Si Thammarat
800809,80160,ไทยบุรี,ท่าศาลา,นครศรีธรรมราช,Thai Buri,Tha Sala,Nakhon Si Thammarat
800810,80160,ดอนตะโก,ท่าศาลา,นครศรีธรรมราช,Don Tako,Tha Sala,Nakhon Si Thammarat
800811,80160,ตลิ่งชัน,ท่าศาลา,นครศรีธรรมราช,Taling Chan,Tha Sala,Nakhon Si Thammarat
800813,80160,โพธิ์ทอง,ท่าศาลา,นครศรีธรรมราช,Pho Thong,Tha Sala,Nakhon Si Thammarat
800901,80110,ปากแพรก,ทุ่งสง,นครศรีธรรมราช,Pak Phraek,Thung Song,Nakhon Si Thammarat
800902,80110,ชะมาย,ทุ่งสง,นครศรีธรรมราช,Chamai,Thung Song,Nakhon Si Thammarat
800903,80110,หนองหงส์,ทุ่งสง,นครศรีธรรมราช,Nong Hong,Thung Song,Nakhon Si Thammarat
800904,80110,ควนกรด,ทุ่งสง,นครศรีธรรมราช,Khuan Krot,Thung Song,Nakhon Si Thammarat
800905,80110,นาไม้ไผ่,ทุ่งสง,นครศรีธรรมราช,Na Mai Phai,Thung Song,Nakhon Si Thammarat
800906,80110,นาหลวงเสน,ทุ่งสง,นครศรีธรรมราช,Na Luang Sen,Thung Song,Nakhon Si Thammarat
800907,80110,เขาโร,ทุ่งสง,นครศรีธรรมราช,Khao Ro,Thung Song,Nakhon Si Thammarat
800908,80310,กะปาง,ทุ่งสง,นครศรีธรรมราช,Kapang,Thung Song,Nakhon Si Thammarat
800909,80110,ที่วัง,ทุ่งสง,นครศรีธรรมราช,Thi Wang,Thung Song,Nakhon Si Thammarat
800910,80110,น้ำตก,ทุ่งสง,นครศรีธรรมราช,Namtok,Thung Song,Nakhon Si Thammarat
800911,80110,ถ้ำใหญ่,ทุ่งสง,นครศรีธรรมราช,Tham Yai,Thung Song,Nakhon Si Thammarat
800912,80110,นาโพธิ์,ทุ่งสง,นครศรีธรรมราช,Na Pho,Thung Song,Nakhon Si Thammarat
800913,80110,เขาขาว,ทุ่งสง,นครศรีธรรมราช,Khao Khao,Thung Song,Nakhon Si Thammarat
801001,80220,นาบอน,นาบอน,นครศรีธรรมราช,Na Bon,Na Bon,Nakhon Si Thammarat
801002,80220,ทุ่งสง,นาบอน,นครศรีธรรมราช,Thung Song,Na Bon,Nakhon Si Thammarat
801003,80220,แก้วแสน,นาบอน,นครศรีธรรมราช,Kaeo Saen,Na Bon,Nakhon Si Thammarat
801101,80240,ท่ายาง,ทุ่งใหญ่,นครศรีธรรมราช,Tha Yang,Thung Yai,Nakhon Si Thammarat
801102,80240,ทุ่งสัง,ทุ่งใหญ่,นครศรีธรรมราช,Thung Sang,Thung Yai,Nakhon Si Thammarat
801103,80240,ทุ่งใหญ่,ทุ่งใหญ่,นครศรีธรรมราช,Thung Yai,Thung Yai,Nakhon Si Thammarat
801104,80240,กุแหระ,ทุ่งใหญ่,นครศรีธรรมราช,Kurae,Thung Yai,Nakhon Si Thammarat
